categoryA,featureA,compositionA,compositionC,compositionD,compositionG,compositionH,compositionJ,unit,result,water_quality
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,2.4390541348065217e-05,Poor
catA_71,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.0016302796303128,Poor
catA_3,74021.25,0.0,18.5,0.0,7.9,11.1,19.7,unit_1,0.0324053202660133,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.1383944238199863,Standar
catA_0,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_5,0.1680832298139946,Standar
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.040730416520826,Poor
catA_6,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_7,0.6922055878059546,Good
catA_4,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_3,0.0151067219187629,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.201126448973407,Good
catA_7,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_8,0.5552700461886854,Good
catA_0,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_5,0.1765139003897254,Standar
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0015368065464212,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0507759187959397,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.2759806045912569,Good
catA_3,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0066623311165558,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0004429688166928,Poor
catA_0,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_5,0.1671226217891939,Standar
catA_6,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_7,0.6636351291713345,Good
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0005374041146843,Poor
catA_7,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_8,0.603488169317078,Good
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.2286030759906053,Good
catA_47,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_84,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0561609514043055,Poor
catA_103,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.0070881758652057,Poor
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.0152910301151461,Poor
catA_10,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,0.0078222233697042,Poor
catA_0,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_5,0.0649447953941541,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0008073269186209,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,4.878108269613044e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,2.4390541348065217e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0003585409578165,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0004951279893657,Poor
catA_161,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_167,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.0001772033599842,Poor
catA_44,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_16,0.0247354601697111,Poor
catA_112,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.0035440874009896,Poor
catA_111,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,3.543025237676877e-06,Poor
catA_6,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_7,0.9100383610007812,Good
catA_17,74021.25,0.0,18.5,0.0,7.9,11.1,19.7,unit_12,0.0337440889134178,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0004707374480176,Poor
catA_21,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_14,0.0006210085239241,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0008122050268905,Poor
catA_7,74021.25,0.0,18.5,0.0,7.9,11.1,19.7,unit_8,0.633556449135862,Good
catA_125,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,4.464488238373073e-06,Poor
catA_77,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_85,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.024950389167441e-09,Poor
catA_9,-38764.875,0.0,44.05,0.0,0.6,10.15,10.05,unit_10,0.3776824034334764,Good
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0002170758179977,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0005097623141745,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,2.4390541348065217e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,2.4390541348065217e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,3.170770375248479e-05,Poor
catA_63,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.0070881758652057,Poor
catA_80,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,0.0070881758652057,Poor
catA_46,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_1,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_6,0.0002853693337723,Poor
catA_7,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_8,0.6120924380920373,Good
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.9151305292460196,Good
catA_21,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_14,0.0006210085239241,Poor
catA_21,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_14,0.0006210085239241,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0007707411065988,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0002317101428066,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0005122013683093,Poor
catA_61,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,1.4165721591471917e-06,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,6.58544616397761e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0001560994646276,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0005243966389834,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0014658715350187,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,2.4390541348065217e-05,Poor
catA_3,74021.25,0.0,18.5,0.0,7.9,11.1,19.7,unit_1,0.0039201960098004,Poor
catA_79,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.024950389167441e-09,Poor
catA_102,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,6.024950389167441e-09,Poor
catA_67,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,2.4390541348065217e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0004609812314784,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,2.926864961767826e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0003000036585812,Poor
catA_69,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,7.077544663039635e-07,Poor
catA_89,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_2,3.543025237676877e-06,Poor
catA_20,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_3,0.0243913743558404,Poor
catA_14,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0049761345556481,Poor
catA_2,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0046622331116555,Poor
catA_5,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.0204894310175013,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0014292857229966,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0002073196014585,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0007146428614983,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,5.6098245100550015e-05,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0002024414931889,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0001097574360662,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0008634251637215,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0001219527067403,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0001292698691447,Poor
catA_1,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_6,0.0007000085366894,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.1549865898931737,Standar
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0056819460973048,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0100009091597848,Poor
catA_0,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_5,0.0012336386182462,Poor
catA_3,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_1,0.040742037101855,Poor
catA_12,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_11,0.0724065448739669,Poor
catA_6,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_7,0.6639168958142379,Good
catA_20,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_3,0.1236683363602967,Standar
catA_20,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_3,0.1236683363602967,Standar
catA_14,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_0,0.0324418516554284,Poor
catA_14,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_0,0.0324418516554284,Poor
catA_8,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_9,0.0149711779363538,Poor
catA_8,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_9,0.0149711779363538,Poor
catA_20,-6059.125,1.96,17.93,19.18,2.48,12.15,14.18,unit_3,0.1888996844862688,Standar
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.029219395408743,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.4821158798283261,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1092452458519584,Standar
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.5526775669417399,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0015245276101111,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.1263124972476091,Standar
catA_11,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_0,0.0522009243124479,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0066953416212325,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.008260413020651,Poor
catA_18,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0336977043715432,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,8.860114837886426e-05,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2165067050534131,Good
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0231033985532373,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.1464526100462156,Standar
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.2029039179096545,Good
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.009672524517011,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0003342211490384,Poor
catA_17,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_12,0.4235612806559068,Good
catA_6,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_7,0.2413348270360185,Good
catA_11,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0128040003030532,Poor
catA_3,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_1,0.0025621281064053,Poor
catA_19,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_13,0.1379844432948494,Standar
catA_9,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_10,0.1482317596566523,Standar
catA_13,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0255049624971588,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0302295628456701,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0120870975073869,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0176729521736049,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0252376998257443,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.029219395408743,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.134108947647549,Standar
catA_17,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.2399458464462309,Good
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.340489527107309,Good
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0004200831717459,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0417434654140465,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0434387509300265,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,7.088070605778357e-05,Poor
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.5206973567231173,Good
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.4942789699570815,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0017445597930514,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0217401499539314,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0001373323647618,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.5278969957081545,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0163396317902871,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0277630143866194,Poor
catA_17,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_12,0.0732904661707452,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0014233142996815,Poor
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.5132752419725065,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0292232578919397,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0397163421471323,Poor
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0548017274035911,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,0.0001332212221433,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0188650655352678,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0499678128568661,Poor
catA_12,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_11,0.0992364505142975,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.5582961373390558,Good
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0191581513141367,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0222063916909374,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0041869530088333,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0002431005256161,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0153786336435827,Poor
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0176023335101144,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0034387679383969,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.5748540772532189,Good
catA_5,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0229791650882642,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,3.9078395278294296e-05,Poor
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.5247849290539778,Good
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0308949247462373,Poor
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.1062509404605845,Standar
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.6780629391995103,Good
catA_14,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0302295628456701,Poor
catA_2,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0022014280714035,Poor
catA_7,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_8,0.6551262248717868,Good
catA_19,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_13,0.3981642964013889,Good
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.5886995708154507,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0885221607697552,Poor
catA_4,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_3,0.0700241355988066,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0449585635979792,Poor
catA_8,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_9,0.0049781984343067,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0265079241486421,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0129273083654182,Poor
catA_3,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_1,0.0024267833391669,Poor
catA_9,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_10,0.5518583690987124,Good
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.030425032199409,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0003906364711764,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0599448443063868,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0207003896200773,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,7.440871230136956e-05,Poor
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0337510322231744,Poor
catA_9,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_10,0.5381974248927038,Good
catA_8,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_9,0.0148761228383452,Poor
catA_11,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0495310250776573,Poor
catA_5,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_0,0.0228623380559133,Poor
catA_16,18927.0,0.0,13.13,0.0,0.73,1.45,37.83,unit_2,0.0006060380641544,Poor
catA_15,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_4,0.0058635832154281,Poor
catA_6,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_7,0.5700512611603354,Good
catA_0,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_5,0.0472760070859167,Poor
catA_21,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_14,0.0007245099445781,Poor
catA_18,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_0,0.000509129479506,Poor
catA_3,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_1,0.0062303115155757,Poor
catA_19,-40055.25,0.0,14.0,0.0,2.0,9.0,15.0,unit_13,0.1534791942233883,Standar
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.1708514184056687,Standar
catA_11,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.2419598454428365,Good
catA_0,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_5,0.0082431598494242,Poor
catA_10,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.021490177712738,Poor
catA_1,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_6,0.0001177109476944,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0242460489431017,Poor
catA_13,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_0,0.0329221910750814,Poor
catA_8,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_9,0.006676466394628,Poor
catA_6,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_7,0.795607156193774,Good
catA_1,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_6,0.000800814644081,Poor
catA_2,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_1,0.0027746587329366,Poor
catA_4,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_3,0.0268941981865685,Poor
catA_11,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_0,0.1039724221531934,Standar
catA_0,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_5,0.1773373459167404,Standar
catA_1,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_6,0.0015833607726923,Poor
catA_4,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_3,0.0111305279276,Poor
catA_0,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_5,0.0455467714791851,Poor
catA_7,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_8,0.4624665060329113,Good
catA_12,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_11,0.3429655239747072,Good
catA_6,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_7,0.767216620837152,Good
catA_4,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_3,0.0036340727363863,Poor
catA_4,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_3,0.0079530746280954,Poor
catA_4,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_3,0.0084835084852251,Poor
catA_4,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_3,0.0055480978195563,Poor
catA_4,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_3,0.0046932238362212,Poor
catA_17,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_12,0.6596614805733042,Good
catA_17,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_12,0.1889803765879434,Standar
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0034021701085054,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.00030801540077,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0072103605180259,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0045782289114455,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0071683584179208,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0026321316065803,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.000322016100805,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.000210010500525,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.000490024501225,Poor
catA_24,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_2,9.525446565273723e-06,Poor
catA_2,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0407620581029051,Poor
catA_5,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_0,0.3643669974998106,Good
catA_0,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_5,0.285856408680248,Good
catA_7,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_8,0.5272735100445661,Good
catA_3,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_1,0.0312344417220861,Poor
catA_24,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_2,8.375035449789165e-06,Poor
catA_24,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_2,1.4697334861104338e-06,Poor
catA_11,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_0,0.1011946359572694,Standar
catA_1,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_6,0.0007195209697679,Poor
catA_17,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_12,0.4137792902670373,Good
catA_17,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_12,0.3307379914592012,Good
catA_17,582211.0,4.0,17.7,0.0,0.0,13.0,24.0,unit_12,0.313811654518461,Good
catA_24,21256.75,0.0,14.899999999999997,0.0,0.7,2.2,9.1,unit_2,3.6493478916033608e-06,Poor
catA_6,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_7,0.7678955766031841,Good
catA_15,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_4,0.0366133961754042,Poor
catA_16,75808.375,0.0,26.0,0.0,0.0,9.0,20.0,unit_2,7.088070605778357e-05,Poor
catA_9,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_10,0.4066523605150214,Good
catA_9,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_10,0.390557939914163,Good
catA_9,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_10,0.4467081545064378,Good
catA_9,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_10,0.505901287553648,Good
catA_9,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_10,0.4541545064377682,Good
catA_19,325435.125,0.0,28.2,2.7,7.6,20.2,18.9,unit_13,0.1321576487133657,Standar
