categoryA,categoryC,featureD,featureE,featureF,compositionC,unit,result,water_quality
catA_3,catC_499,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0065383269163458,Very Poor
catA_3,catC_1084,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0134126706335316,Very Poor
catA_3,catC_546,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0043402170108505,Very Poor
catA_3,catC_563,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0036121806090304,Very Poor
catA_3,catC_1048,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0020021001050052,Very Poor
catA_3,catC_1492,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0047742387119355,Very Poor
catA_3,catC_1200,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0013860693034651,Very Poor
catA_1,catC_870,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.000239027305211,Very Poor
catA_3,catC_89,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0184249212460623,Very Poor
catA_3,catC_460,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0009940497024851,Very Poor
catA_9,catC_1007,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.3186695278969957,Poor
catA_3,catC_214,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0069723486174308,Very Poor
catA_3,catC_168,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0067483374168708,Very Poor
catA_3,catC_324,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.024753237661883,Very Poor
catA_1,catC_191,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,2.4390541348065217e-05,Very Poor
catA_71,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,0.0016302796303128,Very Poor
catA_3,catC_2871,107.127966860564,28.413315299263893,0.0,18.5,unit_1,0.0324053202660133,Very Poor
catA_5,catC_679,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.1383944238199863,Very Poor
catA_0,catC_76,274.70898193692403,26.637510770071906,0.0,28.2,unit_5,0.1680832298139946,Very Poor
catA_2,catC_298,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.040730416520826,Very Poor
catA_6,catC_298,274.70898193692403,26.637510770071906,0.0,28.2,unit_7,0.6922055878059546,Good
catA_4,catC_130,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0151067219187629,Very Poor
catA_5,catC_130,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.201126448973407,Poor
catA_7,catC_130,274.70898193692403,26.637510770071906,0.0,28.2,unit_8,0.5552700461886854,Standard
catA_0,catC_130,274.70898193692403,26.637510770071906,0.0,28.2,unit_5,0.1765139003897254,Very Poor
catA_1,catC_679,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0015368065464212,Very Poor
catA_2,catC_76,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0507759187959397,Very Poor
catA_5,catC_76,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.2759806045912569,Poor
catA_3,catC_76,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0066623311165558,Very Poor
catA_1,catC_76,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0004429688166928,Very Poor
catA_0,catC_298,274.70898193692403,26.637510770071906,0.0,28.2,unit_5,0.1671226217891939,Very Poor
catA_6,catC_298,274.70898193692403,26.637510770071906,0.0,28.2,unit_7,0.6636351291713345,Good
catA_1,catC_130,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0005374041146843,Very Poor
catA_7,catC_130,274.70898193692403,26.637510770071906,0.0,28.2,unit_8,0.603488169317078,Good
catA_5,catC_130,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.2286030759906053,Poor
catA_47,catC_882,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,1.4165721591471917e-06,Very Poor
catA_84,catC_882,93.6771974435832,15.047884084971097,0.0,14.0,unit_16,0.0561609514043055,Very Poor
catA_103,catC_882,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,0.0070881758652057,Very Poor
catA_0,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_5,0.0152910301151461,Very Poor
catA_10,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_4,0.0078222233697042,Very Poor
catA_0,catC_1039,274.70898193692403,26.637510770071906,0.0,28.2,unit_5,0.0649447953941541,Very Poor
catA_1,catC_241,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0008073269186209,Very Poor
catA_1,catC_315,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,4.878108269613044e-05,Very Poor
catA_1,catC_102,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,2.4390541348065217e-05,Very Poor
catA_1,catC_158,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0003585409578165,Very Poor
catA_1,catC_129,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0004951279893657,Very Poor
catA_161,catC_882,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,1.4165721591471917e-06,Very Poor
catA_167,catC_882,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,0.0001772033599842,Very Poor
catA_44,catC_882,93.6771974435832,15.047884084971097,0.0,14.0,unit_16,0.0247354601697111,Very Poor
catA_112,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,0.0035440874009896,Very Poor
catA_111,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,3.543025237676877e-06,Very Poor
catA_6,catC_2027,44.7230757742448,17.622537763760466,0.0,44.05,unit_7,0.9100383610007812,Very Good
catA_17,catC_1942,107.127966860564,28.413315299263893,0.0,18.5,unit_12,0.0337440889134178,Very Poor
catA_1,catC_189,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0004707374480176,Very Poor
catA_21,catC_132,274.70898193692403,26.637510770071906,0.0,28.2,unit_14,0.0006210085239241,Very Poor
catA_1,catC_267,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0008122050268905,Very Poor
catA_7,catC_1942,107.127966860564,28.413315299263893,0.0,18.5,unit_8,0.633556449135862,Good
catA_125,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,4.464488238373073e-06,Very Poor
catA_77,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,7.077544663039635e-07,Very Poor
catA_85,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,6.024950389167441e-09,Very Poor
catA_9,catC_2027,44.7230757742448,17.622537763760466,0.0,44.05,unit_10,0.3776824034334764,Poor
catA_1,catC_955,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0002170758179977,Very Poor
catA_1,catC_89,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0005097623141745,Very Poor
catA_1,catC_460,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,2.4390541348065217e-05,Very Poor
catA_1,catC_448,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,2.4390541348065217e-05,Very Poor
catA_1,catC_352,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,3.170770375248479e-05,Very Poor
catA_63,catC_2751,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,0.0070881758652057,Very Poor
catA_80,catC_976,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,0.0070881758652057,Very Poor
catA_46,catC_976,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,1.4165721591471917e-06,Very Poor
catA_1,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_6,0.0002853693337723,Very Poor
catA_7,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_8,0.6120924380920373,Good
catA_6,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_7,0.9151305292460196,Very Good
catA_21,catC_284,274.70898193692403,26.637510770071906,0.0,28.2,unit_14,0.0006210085239241,Very Poor
catA_21,catC_80,274.70898193692403,26.637510770071906,0.0,28.2,unit_14,0.0006210085239241,Very Poor
catA_1,catC_134,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0007707411065988,Very Poor
catA_1,catC_1017,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0002317101428066,Very Poor
catA_1,catC_689,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0005122013683093,Very Poor
catA_61,catC_976,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,1.4165721591471917e-06,Very Poor
catA_1,catC_516,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,6.58544616397761e-05,Very Poor
catA_1,catC_709,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0001560994646276,Very Poor
catA_1,catC_401,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0005243966389834,Very Poor
catA_1,catC_307,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0014658715350187,Very Poor
catA_1,catC_501,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,2.4390541348065217e-05,Very Poor
catA_3,catC_1942,107.127966860564,28.413315299263893,0.0,18.5,unit_1,0.0039201960098004,Very Poor
catA_79,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,6.024950389167441e-09,Very Poor
catA_102,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,6.024950389167441e-09,Very Poor
catA_67,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,7.077544663039635e-07,Very Poor
catA_1,catC_286,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,2.4390541348065217e-05,Very Poor
catA_1,catC_157,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0004609812314784,Very Poor
catA_1,catC_154,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,2.926864961767826e-05,Very Poor
catA_1,catC_611,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0003000036585812,Very Poor
catA_69,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,7.077544663039635e-07,Very Poor
catA_89,catC_23,93.6771974435832,15.047884084971097,0.0,14.0,unit_2,3.543025237676877e-06,Very Poor
catA_20,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_3,0.0243913743558404,Very Poor
catA_14,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_0,0.0049761345556481,Very Poor
catA_2,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_1,0.0046622331116555,Very Poor
catA_5,catC_493,93.6771974435832,15.047884084971097,0.0,14.0,unit_0,0.0204894310175013,Very Poor
catA_1,catC_280,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0014292857229966,Very Poor
catA_1,catC_168,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0002073196014585,Very Poor
catA_1,catC_324,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0007146428614983,Very Poor
catA_1,catC_214,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,5.6098245100550015e-05,Very Poor
catA_1,catC_421,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0002024414931889,Very Poor
catA_1,catC_998,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0001097574360662,Very Poor
catA_1,catC_729,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0008634251637215,Very Poor
catA_1,catC_791,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0001219527067403,Very Poor
catA_1,catC_468,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0001292698691447,Very Poor
catA_1,catC_458,274.70898193692403,26.637510770071906,0.0,28.2,unit_6,0.0007000085366894,Very Poor
catA_5,catC_679,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.1549865898931737,Very Poor
catA_2,catC_76,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0056819460973048,Very Poor
catA_13,catC_252,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0100009091597848,Very Poor
catA_0,catC_914,64.7110998526161,28.29370430483317,0.0,17.93,unit_5,0.0012336386182462,Very Poor
catA_3,catC_914,64.7110998526161,28.29370430483317,0.0,17.93,unit_1,0.040742037101855,Very Poor
catA_12,catC_1356,64.7110998526161,28.29370430483317,0.0,17.93,unit_11,0.0724065448739669,Very Poor
catA_6,catC_1356,64.7110998526161,28.29370430483317,0.0,17.93,unit_7,0.6639168958142379,Good
catA_20,catC_361,64.7110998526161,28.29370430483317,0.0,17.93,unit_3,0.1236683363602967,Very Poor
catA_20,catC_361,64.7110998526161,28.29370430483317,0.0,17.93,unit_3,0.1236683363602967,Very Poor
catA_14,catC_361,64.7110998526161,28.29370430483317,0.0,17.93,unit_0,0.0324418516554284,Very Poor
catA_14,catC_361,64.7110998526161,28.29370430483317,0.0,17.93,unit_0,0.0324418516554284,Very Poor
catA_8,catC_361,64.7110998526161,28.29370430483317,0.0,17.93,unit_9,0.0149711779363538,Very Poor
catA_8,catC_361,64.7110998526161,28.29370430483317,0.0,17.93,unit_9,0.0149711779363538,Very Poor
catA_20,catC_1399,64.7110998526161,28.29370430483317,0.0,17.93,unit_3,0.1888996844862688,Very Poor
catA_14,catC_1094,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.029219395408743,Very Poor
catA_9,catC_303,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.4821158798283261,Standard
catA_5,catC_303,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1092452458519584,Very Poor
catA_7,catC_242,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5526775669417399,Standard
catA_8,catC_242,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0015245276101111,Very Poor
catA_15,catC_242,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.1263124972476091,Very Poor
catA_11,catC_1147,237.30759674834,38.767233989074136,0.0,17.7,unit_0,0.0522009243124479,Very Poor
catA_8,catC_617,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0066953416212325,Very Poor
catA_3,catC_617,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.008260413020651,Very Poor
catA_18,catC_617,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0336977043715432,Very Poor
catA_16,catC_1521,122.299437237519,30.8319059046492,0.0,26.0,unit_2,8.860114837886426e-05,Very Poor
catA_13,catC_1521,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.2165067050534131,Poor
catA_4,catC_1235,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0231033985532373,Very Poor
catA_11,catC_1235,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.1464526100462156,Very Poor
catA_0,catC_1895,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.2029039179096545,Poor
catA_10,catC_411,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.009672524517011,Very Poor
catA_1,catC_411,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0003342211490384,Very Poor
catA_17,catC_984,18.1485472672831,14.177182135138864,0.0,13.13,unit_12,0.4235612806559068,Standard
catA_6,catC_977,18.1485472672831,14.177182135138864,0.0,13.13,unit_7,0.2413348270360185,Poor
catA_11,catC_1407,18.1485472672831,14.177182135138864,0.0,13.13,unit_0,0.0128040003030532,Very Poor
catA_3,catC_1407,18.1485472672831,14.177182135138864,0.0,13.13,unit_1,0.0025621281064053,Very Poor
catA_19,catC_1528,18.1485472672831,14.177182135138864,0.0,13.13,unit_13,0.1379844432948494,Very Poor
catA_9,catC_1528,18.1485472672831,14.177182135138864,0.0,13.13,unit_10,0.1482317596566523,Very Poor
catA_13,catC_1528,18.1485472672831,14.177182135138864,0.0,13.13,unit_0,0.0255049624971588,Very Poor
catA_14,catC_562,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0302295628456701,Very Poor
catA_13,catC_562,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0120870975073869,Very Poor
catA_0,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.0176729521736049,Very Poor
catA_13,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0252376998257443,Very Poor
catA_14,catC_208,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.029219395408743,Very Poor
catA_13,catC_208,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.134108947647549,Very Poor
catA_17,catC_208,122.299437237519,30.8319059046492,0.0,26.0,unit_12,0.2399458464462309,Poor
catA_6,catC_362,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.340489527107309,Poor
catA_1,catC_293,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0004200831717459,Very Poor
catA_11,catC_293,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0417434654140465,Very Poor
catA_0,catC_617,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.0434387509300265,Very Poor
catA_16,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_2,7.088070605778357e-05,Very Poor
catA_19,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.5206973567231173,Standard
catA_9,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.4942789699570815,Standard
catA_8,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0017445597930514,Very Poor
catA_15,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0217401499539314,Very Poor
catA_16,catC_411,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.0001373323647618,Very Poor
catA_9,catC_411,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.5278969957081545,Standard
catA_14,catC_1153,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0163396317902871,Very Poor
catA_10,catC_1153,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0277630143866194,Very Poor
catA_17,catC_1153,122.299437237519,30.8319059046492,0.0,26.0,unit_12,0.0732904661707452,Very Poor
catA_8,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0014233142996815,Very Poor
catA_7,catC_617,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5132752419725065,Standard
catA_0,catC_1153,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.0292232578919397,Very Poor
catA_13,catC_1153,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0397163421471323,Very Poor
catA_11,catC_1153,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0548017274035911,Very Poor
catA_16,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_2,0.0001332212221433,Very Poor
catA_14,catC_1616,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0188650655352678,Very Poor
catA_10,catC_1616,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0499678128568661,Very Poor
catA_12,catC_1047,122.299437237519,30.8319059046492,0.0,26.0,unit_11,0.0992364505142975,Very Poor
catA_9,catC_1047,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.5582961373390558,Standard
catA_8,catC_1047,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0191581513141367,Very Poor
catA_15,catC_1047,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0222063916909374,Very Poor
catA_8,catC_411,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0041869530088333,Very Poor
catA_1,catC_1153,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0002431005256161,Very Poor
catA_4,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0153786336435827,Very Poor
catA_14,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0176023335101144,Very Poor
catA_2,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0034387679383969,Very Poor
catA_9,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.5748540772532189,Standard
catA_5,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0229791650882642,Very Poor
catA_16,catC_1616,122.299437237519,30.8319059046492,0.0,26.0,unit_2,3.9078395278294296e-05,Very Poor
catA_7,catC_1616,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.5247849290539778,Standard
catA_3,catC_1047,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0308949247462373,Very Poor
catA_0,catC_1440,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.1062509404605845,Very Poor
catA_6,catC_5,122.299437237519,30.8319059046492,0.0,26.0,unit_7,0.6780629391995103,Good
catA_14,catC_5,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0302295628456701,Very Poor
catA_2,catC_5,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0022014280714035,Very Poor
catA_7,catC_47,122.299437237519,30.8319059046492,0.0,26.0,unit_8,0.6551262248717868,Good
catA_19,catC_47,122.299437237519,30.8319059046492,0.0,26.0,unit_13,0.3981642964013889,Poor
catA_9,catC_47,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.5886995708154507,Standard
catA_13,catC_47,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0885221607697552,Very Poor
catA_4,catC_38,122.299437237519,30.8319059046492,0.0,26.0,unit_3,0.0700241355988066,Very Poor
catA_10,catC_221,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0449585635979792,Very Poor
catA_8,catC_221,122.299437237519,30.8319059046492,0.0,26.0,unit_9,0.0049781984343067,Very Poor
catA_15,catC_221,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0265079241486421,Very Poor
catA_3,catC_208,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0129273083654182,Very Poor
catA_3,catC_362,122.299437237519,30.8319059046492,0.0,26.0,unit_1,0.0024267833391669,Very Poor
catA_9,catC_293,122.299437237519,30.8319059046492,0.0,26.0,unit_10,0.5518583690987124,Standard
catA_13,catC_293,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.030425032199409,Very Poor
catA_1,catC_617,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0003906364711764,Very Poor
catA_13,catC_617,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0599448443063868,Very Poor
catA_10,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0207003896200773,Very Poor
catA_1,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_6,7.440871230136956e-05,Very Poor
catA_15,catC_686,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.0337510322231744,Very Poor
catA_9,catC_891,93.6771974435832,15.047884084971097,0.0,14.0,unit_10,0.5381974248927038,Standard
catA_8,catC_1363,93.6771974435832,15.047884084971097,0.0,14.0,unit_9,0.0148761228383452,Very Poor
catA_11,catC_1528,18.1485472672831,14.177182135138864,0.0,13.13,unit_0,0.0495310250776573,Very Poor
catA_5,catC_1528,18.1485472672831,14.177182135138864,0.0,13.13,unit_0,0.0228623380559133,Very Poor
catA_16,catC_2849,18.1485472672831,14.177182135138864,0.0,13.13,unit_2,0.0006060380641544,Very Poor
catA_15,catC_891,93.6771974435832,15.047884084971097,0.0,14.0,unit_4,0.0058635832154281,Very Poor
catA_6,catC_891,93.6771974435832,15.047884084971097,0.0,14.0,unit_7,0.5700512611603354,Standard
catA_0,catC_1363,93.6771974435832,15.047884084971097,0.0,14.0,unit_5,0.0472760070859167,Very Poor
catA_21,catC_1363,93.6771974435832,15.047884084971097,0.0,14.0,unit_14,0.0007245099445781,Very Poor
catA_18,catC_1363,93.6771974435832,15.047884084971097,0.0,14.0,unit_0,0.000509129479506,Very Poor
catA_3,catC_1131,93.6771974435832,15.047884084971097,0.0,14.0,unit_1,0.0062303115155757,Very Poor
catA_19,catC_1050,93.6771974435832,15.047884084971097,0.0,14.0,unit_13,0.1534791942233883,Very Poor
catA_0,catC_2160,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.1708514184056687,Very Poor
catA_11,catC_2160,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.2419598454428365,Poor
catA_0,catC_562,122.299437237519,30.8319059046492,0.0,26.0,unit_5,0.0082431598494242,Very Poor
catA_10,catC_562,122.299437237519,30.8319059046492,0.0,26.0,unit_4,0.021490177712738,Very Poor
catA_1,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_6,0.0001177109476944,Very Poor
catA_13,catC_43,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0242460489431017,Very Poor
catA_13,catC_411,122.299437237519,30.8319059046492,0.0,26.0,unit_0,0.0329221910750814,Very Poor
catA_8,catC_1642,237.30759674834,38.767233989074136,0.0,17.7,unit_9,0.006676466394628,Very Poor
catA_6,catC_1642,237.30759674834,38.767233989074136,0.0,17.7,unit_7,0.795607156193774,Good
catA_1,catC_2030,237.30759674834,38.767233989074136,0.0,17.7,unit_6,0.000800814644081,Very Poor
catA_2,catC_1955,237.30759674834,38.767233989074136,0.0,17.7,unit_1,0.0027746587329366,Very Poor
catA_4,catC_1020,237.30759674834,38.767233989074136,0.0,17.7,unit_3,0.0268941981865685,Very Poor
catA_11,catC_1020,237.30759674834,38.767233989074136,0.0,17.7,unit_0,0.1039724221531934,Very Poor
catA_0,catC_798,237.30759674834,38.767233989074136,0.0,17.7,unit_5,0.1773373459167404,Very Poor
catA_1,catC_798,237.30759674834,38.767233989074136,0.0,17.7,unit_6,0.0015833607726923,Very Poor
catA_4,catC_109,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0111305279276,Very Poor
catA_0,catC_2301,274.70898193692403,26.637510770071906,0.0,28.2,unit_5,0.0455467714791851,Very Poor
catA_7,catC_2301,274.70898193692403,26.637510770071906,0.0,28.2,unit_8,0.4624665060329113,Standard
catA_12,catC_1173,274.70898193692403,26.637510770071906,0.0,28.2,unit_11,0.3429655239747072,Poor
catA_6,catC_1173,274.70898193692403,26.637510770071906,0.0,28.2,unit_7,0.767216620837152,Good
catA_4,catC_262,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0036340727363863,Very Poor
catA_4,catC_880,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0079530746280954,Very Poor
catA_4,catC_388,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0084835084852251,Very Poor
catA_4,catC_694,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0055480978195563,Very Poor
catA_4,catC_372,274.70898193692403,26.637510770071906,0.0,28.2,unit_3,0.0046932238362212,Very Poor
catA_17,catC_37,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.6596614805733042,Good
catA_17,catC_744,274.70898193692403,26.637510770071906,0.0,28.2,unit_12,0.1889803765879434,Very Poor
catA_2,catC_244,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0034021701085054,Very Poor
catA_2,catC_102,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.00030801540077,Very Poor
catA_2,catC_134,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0072103605180259,Very Poor
catA_2,catC_158,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0045782289114455,Very Poor
catA_2,catC_129,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0071683584179208,Very Poor
catA_2,catC_227,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0026321316065803,Very Poor
catA_2,catC_640,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.000322016100805,Very Poor
catA_2,catC_911,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.000210010500525,Very Poor
catA_2,catC_948,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.000490024501225,Very Poor
catA_24,catC_2387,137.657705257705,21.99909212365624,0.0,14.899999999999997,unit_2,9.525446565273723e-06,Very Poor
catA_2,catC_317,274.70898193692403,26.637510770071906,0.0,28.2,unit_1,0.0407620581029051,Very Poor
catA_5,catC_317,274.70898193692403,26.637510770071906,0.0,28.2,unit_0,0.3643669974998106,Poor
